,file,speaker,label,file_index,audio_length
526,526.wav,The Notorious B.I.G.,spoof,526,1.02
527,527.wav,FDR,spoof,527,6.31
528,528.wav,Alan Watts,spoof,528,1.77
529,529.wav,Alec Guinness,bona-fide,529,4.42
530,530.wav,Barack Obama,bona-fide,530,4.3
531,531.wav,Ronald Reagan,spoof,531,7.47
532,532.wav,John Cleese,bona-fide,532,5.21
533,533.wav,Donald Trump,bona-fide,533,2.32
534,534.wav,Barack Obama,bona-fide,534,10.93
535,535.wav,The Notorious B.I.G.,spoof,535,1.96
536,536.wav,Winston Churchill,spoof,536,3.58
537,537.wav,JFK,spoof,537,2.34
538,538.wav,The Notorious B.I.G.,spoof,538,0.76
539,539.wav,Bernie Sanders,bona-fide,539,1.74
540,540.wav,Ayn Rand,spoof,540,5.87
541,541.wav,Ayn Rand,spoof,541,5.21
542,542.wav,Louis Farrakhan,spoof,542,7.21
543,543.wav,Winston Churchill,bona-fide,543,2.5
544,544.wav,Alec Guinness,spoof,544,9.82
545,545.wav,Milton Friedman,spoof,545,11.23
546,546.wav,Bernie Sanders,spoof,546,8.54
547,547.wav,FDR,spoof,547,8.29
548,548.wav,Bernie Sanders,bona-fide,548,1.64
549,549.wav,JFK,spoof,549,2.35
550,550.wav,Mark Zuckerberg,spoof,550,1.3
551,551.wav,Donald Trump,bona-fide,551,2.26
552,552.wav,Alexandria Ocasio-Cortez,bona-fide,552,13.47
553,553.wav,Donald Trump,bona-fide,553,4.09
554,554.wav,Winston Churchill,bona-fide,554,2.79
555,555.wav,Donald Trump,bona-fide,555,14.57
556,556.wav,Donald Trump,bona-fide,556,1.37
557,557.wav,Barack Obama,spoof,557,2.37
558,558.wav,Alec Guinness,bona-fide,558,2.96
559,559.wav,Ayn Rand,bona-fide,559,4.52
560,560.wav,Malcolm X,spoof,560,8.85
561,561.wav,Alec Guinness,spoof,561,5.84
562,562.wav,Alec Guinness,spoof,562,11.26
563,563.wav,Bill Clinton,bona-fide,563,3.19
564,564.wav,Mark Zuckerberg,bona-fide,564,9.61
565,565.wav,Queen Elizabeth II,spoof,565,14.19
566,566.wav,Alec Guinness,spoof,566,1.17
567,567.wav,Richard Nixon,spoof,567,6.16
568,568.wav,Adam Driver,bona-fide,568,10.14
569,569.wav,Bernie Sanders,spoof,569,8.82
570,570.wav,The Notorious B.I.G.,spoof,570,11.64
571,571.wav,Christopher Hitchens,spoof,571,2.49
572,572.wav,The Notorious B.I.G.,spoof,572,1.03
573,573.wav,Christopher Hitchens,spoof,573,4.45
574,574.wav,Alec Guinness,spoof,574,2.72
575,575.wav,2Pac,bona-fide,575,20.03
576,576.wav,Bernie Sanders,bona-fide,576,4.2
577,577.wav,Christopher Hitchens,spoof,577,3.75
578,578.wav,Ayn Rand,spoof,578,8.84
579,579.wav,Alec Guinness,spoof,579,6.09
580,580.wav,Alec Guinness,bona-fide,580,1.36
581,581.wav,JFK,bona-fide,581,2.16
582,582.wav,Donald Trump,bona-fide,582,5.33
583,583.wav,Christopher Hitchens,bona-fide,583,4.3
584,584.wav,Christopher Hitchens,bona-fide,584,4.19
585,585.wav,Christopher Hitchens,bona-fide,585,5.49
586,586.wav,Robert Kardashian,spoof,586,0.78
587,587.wav,Barack Obama,bona-fide,587,10.4
588,588.wav,Christopher Hitchens,bona-fide,588,1.58
589,589.wav,Barack Obama,bona-fide,589,7.45
590,590.wav,Alexandria Ocasio-Cortez,bona-fide,590,2.45
591,591.wav,Bernie Sanders,bona-fide,591,3.43
592,592.wav,Bernie Sanders,spoof,592,6.85
593,593.wav,Christopher Hitchens,spoof,593,5.4
594,594.wav,Bernie Sanders,spoof,594,11.29
595,595.wav,Winston Churchill,bona-fide,595,2.79
596,596.wav,Donald Trump,bona-fide,596,2.14
597,597.wav,Christopher Hitchens,spoof,597,2.89
598,598.wav,Winston Churchill,bona-fide,598,2.86
599,599.wav,Barack Obama,bona-fide,599,2.5
600,600.wav,Martin Luther King,bona-fide,600,1.85
601,601.wav,Bernie Sanders,bona-fide,601,3.77
602,602.wav,Donald Trump,bona-fide,602,1.88
603,603.wav,Mark Zuckerberg,bona-fide,603,6.84
604,604.wav,Bill Clinton,bona-fide,604,4.55
605,605.wav,Donald Trump,spoof,605,1.66
606,606.wav,Alec Guinness,bona-fide,606,2.57
607,607.wav,Donald Trump,bona-fide,607,4.31
608,608.wav,Lyndon Johnson,bona-fide,608,5.14
609,609.wav,Martin Luther King,spoof,609,4.55
610,610.wav,Bernie Sanders,bona-fide,610,4.25
611,611.wav,Bernie Sanders,bona-fide,611,1.97
612,612.wav,Ronald Reagan,bona-fide,612,3.7
613,613.wav,Bernie Sanders,bona-fide,613,2.27
614,614.wav,Alec Guinness,spoof,614,6.41
615,615.wav,Ayn Rand,bona-fide,615,6.26
616,616.wav,Mark Zuckerberg,spoof,616,2.6
617,617.wav,Ronald Reagan,bona-fide,617,4.45
618,618.wav,Martin Luther King,bona-fide,618,2.51
619,619.wav,Arnold Schwarzenegger,bona-fide,619,2.24
620,620.wav,Alec Guinness,bona-fide,620,3.61
621,621.wav,Mark Zuckerberg,spoof,621,5.14
622,622.wav,Barack Obama,bona-fide,622,3.47
623,623.wav,Bill Clinton,bona-fide,623,3.98
624,624.wav,Mark Zuckerberg,bona-fide,624,5.62
625,625.wav,Ronald Reagan,spoof,625,1.63
626,626.wav,Barack Obama,bona-fide,626,1.17
627,627.wav,Mark Zuckerberg,spoof,627,2.82
628,628.wav,Bill Clinton,bona-fide,628,1.48
629,629.wav,George Carlin,bona-fide,629,1.0
630,630.wav,Martin Luther King,bona-fide,630,3.69
631,631.wav,Alec Guinness,spoof,631,3.35
632,632.wav,Winston Churchill,bona-fide,632,2.17
633,633.wav,Ayn Rand,spoof,633,7.09
634,634.wav,Bernie Sanders,spoof,634,5.18
635,635.wav,Barack Obama,spoof,635,2.17
636,636.wav,Donald Trump,spoof,636,2.17
637,637.wav,Queen Elizabeth II,spoof,637,3.46
638,638.wav,Donald Trump,bona-fide,638,3.35
639,639.wav,Martin Luther King,spoof,639,4.45
640,640.wav,Barack Obama,bona-fide,640,1.25
641,641.wav,Martin Luther King,spoof,641,3.08
642,642.wav,Alec Guinness,bona-fide,642,5.84
643,643.wav,Donald Trump,bona-fide,643,2.09
644,644.wav,Bernie Sanders,bona-fide,644,7.1
645,645.wav,Donald Trump,bona-fide,645,10.18
646,646.wav,Bill Burr,bona-fide,646,1.25
647,647.wav,Ronald Reagan,spoof,647,3.31
648,648.wav,Milton Friedman,bona-fide,648,8.67
649,649.wav,Donald Trump,bona-fide,649,2.1
650,650.wav,Nick Offerman,bona-fide,650,5.72
651,651.wav,Bernie Sanders,spoof,651,8.41
652,652.wav,Bill Clinton,bona-fide,652,1.01
653,653.wav,George Carlin,bona-fide,653,5.16
654,654.wav,Alec Guinness,bona-fide,654,2.24
655,655.wav,Alan Watts,spoof,655,2.03
656,656.wav,Richard Nixon,bona-fide,656,3.11
657,657.wav,Bill Clinton,spoof,657,4.34
658,658.wav,Donald Trump,bona-fide,658,4.98
659,659.wav,Christopher Hitchens,spoof,659,9.54
660,660.wav,Bill Clinton,spoof,660,1.95
661,661.wav,Christopher Hitchens,spoof,661,5.87
662,662.wav,Bill Clinton,bona-fide,662,1.98
663,663.wav,Donald Trump,spoof,663,3.85
664,664.wav,Ayn Rand,spoof,664,5.42
665,665.wav,Christopher Hitchens,bona-fide,665,8.54
666,666.wav,Barack Obama,bona-fide,666,5.4
667,667.wav,Donald Trump,bona-fide,667,3.66
668,668.wav,Barack Obama,bona-fide,668,6.86
669,669.wav,Barack Obama,bona-fide,669,1.98
670,670.wav,Christopher Hitchens,bona-fide,670,1.76
671,671.wav,Robert Kardashian,bona-fide,671,2.72
672,672.wav,Barack Obama,bona-fide,672,20.9
673,673.wav,Barack Obama,bona-fide,673,10.45
674,674.wav,Alec Guinness,bona-fide,674,4.62
675,675.wav,Alec Guinness,bona-fide,675,1.29
676,676.wav,Barack Obama,bona-fide,676,9.06
677,677.wav,Richard Nixon,spoof,677,4.6
678,678.wav,Mark Zuckerberg,bona-fide,678,2.01
679,679.wav,Barack Obama,bona-fide,679,2.03
680,680.wav,Bill Clinton,spoof,680,6.42
681,681.wav,Bill Clinton,spoof,681,1.32
682,682.wav,George W. Bush,spoof,682,1.5
683,683.wav,Bill Clinton,bona-fide,683,3.35
684,684.wav,Alexandria Ocasio-Cortez,bona-fide,684,3.06
685,685.wav,Bernie Sanders,spoof,685,2.42
686,686.wav,Arnold Schwarzenegger,bona-fide,686,1.52
687,687.wav,2Pac,spoof,687,0.68
688,688.wav,Norm MacDonald,spoof,688,6.22
689,689.wav,Dwight Eisenhower,bona-fide,689,3.36
690,690.wav,Alec Guinness,spoof,690,4.62
691,691.wav,Louis Farrakhan,bona-fide,691,2.45
692,692.wav,Louis Farrakhan,spoof,692,6.16
693,693.wav,Bernie Sanders,bona-fide,693,3.11
694,694.wav,Donald Trump,bona-fide,694,6.08
695,695.wav,FDR,spoof,695,1.78
696,696.wav,Ronald Reagan,spoof,696,2.4
697,697.wav,Donald Trump,bona-fide,697,1.76
698,698.wav,Barack Obama,bona-fide,698,2.17
699,699.wav,Barack Obama,bona-fide,699,4.12
700,700.wav,Mr. Rogers,bona-fide,700,2.44
701,701.wav,Barack Obama,bona-fide,701,2.4
702,702.wav,Bernie Sanders,bona-fide,702,2.32
703,703.wav,Bill Burr,spoof,703,7.59
704,704.wav,Alec Guinness,spoof,704,8.74
705,705.wav,Louis Farrakhan,bona-fide,705,2.4
706,706.wav,Mark Zuckerberg,bona-fide,706,1.7
707,707.wav,Alec Guinness,bona-fide,707,9.0
708,708.wav,Ayn Rand,spoof,708,8.51
709,709.wav,Ayn Rand,spoof,709,3.86
710,710.wav,Bernie Sanders,bona-fide,710,7.06
711,711.wav,Barack Obama,bona-fide,711,3.1
712,712.wav,George W. Bush,spoof,712,1.46
713,713.wav,JFK,bona-fide,713,4.74
714,714.wav,Donald Trump,bona-fide,714,3.07
715,715.wav,Bernie Sanders,spoof,715,2.09
716,716.wav,Alec Guinness,bona-fide,716,0.85
717,717.wav,Mark Zuckerberg,spoof,717,5.32
718,718.wav,Bernie Sanders,spoof,718,2.68
719,719.wav,Barack Obama,bona-fide,719,9.48
720,720.wav,Mark Zuckerberg,spoof,720,7.75
721,721.wav,Barack Obama,bona-fide,721,3.1
722,722.wav,Ronald Reagan,spoof,722,6.48
723,723.wav,Arnold Schwarzenegger,bona-fide,723,1.62
724,724.wav,Ayn Rand,bona-fide,724,3.7
725,725.wav,Boris Johnson,bona-fide,725,1.58
726,726.wav,Ayn Rand,bona-fide,726,4.36
727,727.wav,JFK,bona-fide,727,2.61
728,728.wav,Jerry Seinfeld,spoof,728,2.49
729,729.wav,Billie Eilish,bona-fide,729,3.7
730,730.wav,JFK,bona-fide,730,3.43
731,731.wav,Alec Guinness,bona-fide,731,1.62
732,732.wav,Mark Zuckerberg,spoof,732,2.68
733,733.wav,Barack Obama,bona-fide,733,0.72
734,734.wav,Barack Obama,bona-fide,734,3.36
735,735.wav,Ayn Rand,bona-fide,735,1.25
736,736.wav,Bernie Sanders,bona-fide,736,4.3
737,737.wav,Bill Clinton,spoof,737,7.97
738,738.wav,Louis Farrakhan,bona-fide,738,1.46
739,739.wav,Winston Churchill,bona-fide,739,6.6
740,740.wav,Donald Trump,bona-fide,740,4.71
741,741.wav,Alec Guinness,bona-fide,741,1.78
742,742.wav,Robert Kardashian,bona-fide,742,2.58
743,743.wav,George Carlin,spoof,743,14.24
744,744.wav,Martin Luther King,bona-fide,744,6.38
745,745.wav,Bernie Sanders,bona-fide,745,2.68
746,746.wav,Barack Obama,bona-fide,746,2.19
747,747.wav,Donald Trump,bona-fide,747,3.2
748,748.wav,Ayn Rand,bona-fide,748,4.9
749,749.wav,Bernie Sanders,spoof,749,2.59
750,750.wav,Louis Farrakhan,bona-fide,750,2.13
751,751.wav,Ayn Rand,bona-fide,751,2.94
752,752.wav,Martin Luther King,bona-fide,752,3.19
753,753.wav,Queen Elizabeth II,spoof,753,3.16
754,754.wav,Barack Obama,bona-fide,754,1.75
755,755.wav,Christopher Hitchens,bona-fide,755,5.96
756,756.wav,Bernie Sanders,spoof,756,2.25
757,757.wav,Ronald Reagan,bona-fide,757,4.41
758,758.wav,Barack Obama,spoof,758,3.85
759,759.wav,Louis Farrakhan,bona-fide,759,1.7
760,760.wav,Barack Obama,bona-fide,760,5.54
761,761.wav,Donald Trump,bona-fide,761,3.14
762,762.wav,Alan Watts,bona-fide,762,1.53
763,763.wav,Norm MacDonald,spoof,763,17.45
764,764.wav,Alec Guinness,spoof,764,5.39
765,765.wav,Alec Guinness,bona-fide,765,13.87
766,766.wav,Ronald Reagan,bona-fide,766,3.42
767,767.wav,Donald Trump,bona-fide,767,6.37
768,768.wav,Ronald Reagan,spoof,768,1.96
769,769.wav,Queen Elizabeth II,spoof,769,1.86
770,770.wav,Christopher Hitchens,spoof,770,4.73
771,771.wav,Donald Trump,bona-fide,771,3.88
772,772.wav,Donald Trump,bona-fide,772,7.17
773,773.wav,Bill Burr,spoof,773,8.09
774,774.wav,Barack Obama,bona-fide,774,2.03
775,775.wav,Barack Obama,bona-fide,775,2.26
776,776.wav,Barack Obama,bona-fide,776,1.58
777,777.wav,Malcolm X,bona-fide,777,11.86
778,778.wav,Boris Johnson,bona-fide,778,0.97
779,779.wav,Donald Trump,bona-fide,779,1.8
780,780.wav,Jeff Goldblum,bona-fide,780,2.76
781,781.wav,Milton Friedman,spoof,781,2.27
782,782.wav,Harry Truman,spoof,782,2.66
783,783.wav,Alec Guinness,spoof,783,7.86
784,784.wav,Mark Zuckerberg,spoof,784,9.79
785,785.wav,Arnold Schwarzenegger,bona-fide,785,6.57
786,786.wav,Alec Guinness,bona-fide,786,4.04
787,787.wav,Ayn Rand,spoof,787,8.72
788,788.wav,George Carlin,bona-fide,788,1.6
789,789.wav,Ayn Rand,bona-fide,789,3.68
790,790.wav,Alec Guinness,bona-fide,790,2.95
791,791.wav,Arnold Schwarzenegger,spoof,791,7.36
792,792.wav,Ayn Rand,bona-fide,792,1.19
793,793.wav,Lyndon Johnson,bona-fide,793,2.31
794,794.wav,Bill Clinton,bona-fide,794,1.64
795,795.wav,Bill Burr,spoof,795,10.25
796,796.wav,Ayn Rand,bona-fide,796,9.99
797,797.wav,Scarlett Johansson,spoof,797,15.02
798,798.wav,Ayn Rand,spoof,798,2.58
799,799.wav,Bernie Sanders,bona-fide,799,3.32
800,800.wav,Ronald Reagan,spoof,800,6.43
801,801.wav,JFK,bona-fide,801,3.11
802,802.wav,Ayn Rand,spoof,802,4.36
803,803.wav,Winston Churchill,spoof,803,3.1
804,804.wav,Barack Obama,bona-fide,804,3.01
805,805.wav,Bill Clinton,bona-fide,805,5.05
806,806.wav,Ronald Reagan,bona-fide,806,2.54
807,807.wav,Bernie Sanders,spoof,807,9.33
808,808.wav,Christopher Hitchens,bona-fide,808,3.03
809,809.wav,Nelson Mandela,spoof,809,8.94
810,810.wav,Barack Obama,bona-fide,810,2.77
811,811.wav,Kanye West,spoof,811,1.16
812,812.wav,Bernie Sanders,bona-fide,812,3.8
813,813.wav,Barack Obama,bona-fide,813,2.68
814,814.wav,Donald Trump,bona-fide,814,1.14
815,815.wav,Winston Churchill,bona-fide,815,2.43
816,816.wav,Bernie Sanders,spoof,816,1.61
817,817.wav,Louis Farrakhan,bona-fide,817,2.76
818,818.wav,Alec Guinness,bona-fide,818,4.05
819,819.wav,Barack Obama,bona-fide,819,5.09
820,820.wav,Barack Obama,spoof,820,1.79
821,821.wav,Alec Guinness,bona-fide,821,3.31
822,822.wav,Ayn Rand,spoof,822,3.43
823,823.wav,Donald Trump,bona-fide,823,2.29
824,824.wav,Barack Obama,bona-fide,824,4.24
825,825.wav,Arnold Schwarzenegger,bona-fide,825,2.65
826,826.wav,Mark Zuckerberg,bona-fide,826,1.77
827,827.wav,Nelson Mandela,spoof,827,1.56
828,828.wav,Bill Clinton,bona-fide,828,2.27
829,829.wav,Donald Trump,bona-fide,829,1.74
830,830.wav,Barack Obama,bona-fide,830,3.87
831,831.wav,Nick Offerman,bona-fide,831,11.15
832,832.wav,Donald Trump,bona-fide,832,1.64
833,833.wav,Christopher Hitchens,bona-fide,833,4.78
834,834.wav,Alec Guinness,spoof,834,6.5
835,835.wav,Bernie Sanders,spoof,835,11.02
836,836.wav,Ronald Reagan,spoof,836,7.53
837,837.wav,Bernie Sanders,bona-fide,837,6.89
838,838.wav,Barack Obama,spoof,838,3.3
839,839.wav,George W. Bush,spoof,839,1.85
840,840.wav,Christopher Hitchens,spoof,840,5.3
841,841.wav,Alec Guinness,spoof,841,3.15
842,842.wav,Bernie Sanders,spoof,842,5.2
843,843.wav,Alexandria Ocasio-Cortez,spoof,843,7.83
844,844.wav,JFK,bona-fide,844,4.01
845,845.wav,Donald Trump,bona-fide,845,1.93
846,846.wav,Ayn Rand,bona-fide,846,1.47
847,847.wav,Donald Trump,bona-fide,847,1.67
848,848.wav,Alec Guinness,spoof,848,4.89
849,849.wav,Richard Nixon,bona-fide,849,2.11
850,850.wav,Winston Churchill,bona-fide,850,2.21
851,851.wav,Winston Churchill,bona-fide,851,1.69
852,852.wav,Orson Welles,spoof,852,3.32
853,853.wav,Richard Nixon,spoof,853,1.49
854,854.wav,Donald Trump,bona-fide,854,4.23
855,855.wav,FDR,bona-fide,855,3.36
856,856.wav,Ronald Reagan,spoof,856,4.44
857,857.wav,Barack Obama,spoof,857,4.91
858,858.wav,Jimmy Carter,bona-fide,858,3.72
859,859.wav,Donald Trump,bona-fide,859,1.61
860,860.wav,Barack Obama,bona-fide,860,5.3
861,861.wav,Donald Trump,bona-fide,861,3.52
862,862.wav,Donald Trump,bona-fide,862,5.73
863,863.wav,Ayn Rand,bona-fide,863,5.84
864,864.wav,Ayn Rand,spoof,864,1.93
865,865.wav,Ayn Rand,spoof,865,7.34
866,866.wav,Bernie Sanders,bona-fide,866,5.78
867,867.wav,JFK,bona-fide,867,5.33
868,868.wav,Bill Clinton,spoof,868,4.27
869,869.wav,Alec Guinness,bona-fide,869,1.99
870,870.wav,Milton Friedman,spoof,870,6.24
871,871.wav,Bill Clinton,bona-fide,871,3.83
872,872.wav,Mark Zuckerberg,bona-fide,872,5.08
873,873.wav,JFK,spoof,873,6.22
874,874.wav,Milton Friedman,spoof,874,1.68
875,875.wav,Alec Guinness,bona-fide,875,2.38
876,876.wav,FDR,bona-fide,876,2.77
877,877.wav,Ayn Rand,spoof,877,3.54
878,878.wav,Donald Trump,bona-fide,878,3.37
879,879.wav,Martin Luther King,spoof,879,5.29
880,880.wav,Alec Guinness,bona-fide,880,2.48
881,881.wav,Bernie Sanders,spoof,881,2.28
882,882.wav,Bernie Sanders,spoof,882,4.58
883,883.wav,Bernie Sanders,spoof,883,7.47
884,884.wav,Jerry Seinfeld,spoof,884,3.34
885,885.wav,Louis Farrakhan,bona-fide,885,11.21
886,886.wav,Donald Trump,bona-fide,886,1.43
887,887.wav,Donald Trump,bona-fide,887,1.92
888,888.wav,Bill Clinton,spoof,888,5.11
889,889.wav,Adam Driver,spoof,889,2.5
890,890.wav,Barack Obama,bona-fide,890,1.93
891,891.wav,Mark Zuckerberg,spoof,891,2.89
892,892.wav,Alec Guinness,bona-fide,892,2.56
893,893.wav,Martin Luther King,spoof,893,4.85
894,894.wav,Donald Trump,bona-fide,894,4.38
895,895.wav,Bill Clinton,bona-fide,895,1.63
896,896.wav,Milton Friedman,bona-fide,896,3.0
897,897.wav,Alec Guinness,bona-fide,897,2.09
898,898.wav,Barack Obama,spoof,898,2.71
899,899.wav,Donald Trump,bona-fide,899,2.81
900,900.wav,Christopher Hitchens,bona-fide,900,2.56
901,901.wav,Bernie Sanders,spoof,901,17.59
902,902.wav,Ronald Reagan,bona-fide,902,2.07
903,903.wav,FDR,bona-fide,903,3.12
904,904.wav,Mr. Rogers,spoof,904,2.2
905,905.wav,Gilbert Gottfried,spoof,905,5.71
906,906.wav,Donald Trump,bona-fide,906,5.71
907,907.wav,Queen Elizabeth II,bona-fide,907,3.14
908,908.wav,Alec Guinness,spoof,908,4.36
909,909.wav,Winston Churchill,spoof,909,2.54
910,910.wav,Bernie Sanders,bona-fide,910,5.23
911,911.wav,JFK,bona-fide,911,2.55
912,912.wav,Ayn Rand,bona-fide,912,4.72
913,913.wav,Christopher Hitchens,bona-fide,913,3.36
914,914.wav,Bill Clinton,bona-fide,914,3.95
915,915.wav,Barack Obama,bona-fide,915,6.28
916,916.wav,Milton Friedman,spoof,916,15.53
917,917.wav,Ayn Rand,bona-fide,917,1.02
918,918.wav,Bill Clinton,bona-fide,918,4.13
919,919.wav,Donald Trump,bona-fide,919,1.59
920,920.wav,Donald Trump,bona-fide,920,2.87
921,921.wav,Barack Obama,bona-fide,921,1.86
922,922.wav,Nick Offerman,bona-fide,922,3.34
923,923.wav,Martin Luther King,bona-fide,923,1.75
924,924.wav,Alec Guinness,spoof,924,9.25
925,925.wav,Christopher Hitchens,bona-fide,925,3.23
926,926.wav,Barack Obama,bona-fide,926,4.78
927,927.wav,Alec Guinness,bona-fide,927,4.21
928,928.wav,Bill Clinton,bona-fide,928,1.19
929,929.wav,Bernie Sanders,bona-fide,929,6.66
930,930.wav,Barack Obama,bona-fide,930,2.88
931,931.wav,Donald Trump,bona-fide,931,1.52
932,932.wav,Bill Clinton,bona-fide,932,1.75
933,933.wav,Ayn Rand,spoof,933,2.86
934,934.wav,JFK,bona-fide,934,2.11
935,935.wav,Ronald Reagan,bona-fide,935,1.55
936,936.wav,Donald Trump,bona-fide,936,2.22
937,937.wav,FDR,bona-fide,937,3.06
938,938.wav,FDR,spoof,938,9.49
939,939.wav,Bill Clinton,bona-fide,939,2.39
940,940.wav,Christopher Hitchens,spoof,940,1.19
941,941.wav,George Carlin,bona-fide,941,11.78
942,942.wav,Mark Zuckerberg,spoof,942,1.59
943,943.wav,Orson Welles,spoof,943,2.01
944,944.wav,Ayn Rand,spoof,944,11.56
945,945.wav,Bernie Sanders,bona-fide,945,3.07
946,946.wav,Bill Clinton,bona-fide,946,3.14
947,947.wav,Donald Trump,bona-fide,947,4.34
948,948.wav,FDR,bona-fide,948,2.78
949,949.wav,Bernie Sanders,bona-fide,949,1.82
950,950.wav,Alec Guinness,spoof,950,1.35
951,951.wav,Boris Johnson,bona-fide,951,2.13
952,952.wav,Alec Guinness,bona-fide,952,1.6
953,953.wav,JFK,spoof,953,2.2
954,954.wav,Bill Clinton,bona-fide,954,4.43
955,955.wav,Winston Churchill,spoof,955,3.03
956,956.wav,Donald Trump,bona-fide,956,4.37
957,957.wav,Bill Clinton,spoof,957,6.2
958,958.wav,Donald Trump,bona-fide,958,1.88
959,959.wav,Bernie Sanders,bona-fide,959,1.7
960,960.wav,Barack Obama,bona-fide,960,8.57
961,961.wav,Barack Obama,bona-fide,961,4.25
962,962.wav,Donald Trump,bona-fide,962,5.04
963,963.wav,Ronald Reagan,spoof,963,2.98
964,964.wav,Alec Guinness,bona-fide,964,4.11
965,965.wav,Barack Obama,bona-fide,965,3.84
966,966.wav,Barack Obama,bona-fide,966,5.2
967,967.wav,Winston Churchill,spoof,967,3.4
968,968.wav,Kanye West,spoof,968,13.86
969,969.wav,JFK,bona-fide,969,2.34
970,970.wav,Alec Guinness,spoof,970,1.95
971,971.wav,Christopher Hitchens,bona-fide,971,5.76
972,972.wav,Alan Watts,spoof,972,1.81
973,973.wav,Barack Obama,bona-fide,973,4.71
974,974.wav,Arnold Schwarzenegger,bona-fide,974,2.52
975,975.wav,Barack Obama,bona-fide,975,8.84
976,976.wav,Winston Churchill,bona-fide,976,2.4
977,977.wav,Alec Guinness,spoof,977,3.13
978,978.wav,Mr. Rogers,spoof,978,4.71
979,979.wav,Ayn Rand,spoof,979,6.03
980,980.wav,Ayn Rand,spoof,980,1.3
981,981.wav,Nelson Mandela,bona-fide,981,1.08
982,982.wav,Ronald Reagan,spoof,982,3.4
983,983.wav,Ronald Reagan,spoof,983,1.65
984,984.wav,George Carlin,bona-fide,984,11.22
985,985.wav,Alec Guinness,bona-fide,985,1.88
986,986.wav,Donald Trump,bona-fide,986,1.76
987,987.wav,Ayn Rand,bona-fide,987,3.73
988,988.wav,JFK,bona-fide,988,2.12
989,989.wav,Milton Friedman,spoof,989,2.89
990,990.wav,Barack Obama,spoof,990,1.65
991,991.wav,Bill Clinton,spoof,991,4.59
992,992.wav,Barack Obama,bona-fide,992,2.98
993,993.wav,JFK,bona-fide,993,2.15
994,994.wav,Alec Guinness,bona-fide,994,1.71
995,995.wav,Jeff Goldblum,bona-fide,995,11.75
996,996.wav,Queen Elizabeth II,spoof,996,4.19
997,997.wav,Barack Obama,bona-fide,997,6.79
998,998.wav,Richard Nixon,bona-fide,998,5.5
999,999.wav,Mr. Rogers,spoof,999,4.2
1000,1000.wav,Barack Obama,bona-fide,1000,2.34
1001,1001.wav,Donald Trump,bona-fide,1001,4.54
1002,1002.wav,Adam Driver,bona-fide,1002,5.48
1003,1003.wav,Bill Burr,spoof,1003,8.04
1004,1004.wav,Bernie Sanders,bona-fide,1004,3.03
1005,1005.wav,Donald Trump,bona-fide,1005,2.4
1006,1006.wav,Ayn Rand,spoof,1006,4.71
1007,1007.wav,Donald Trump,bona-fide,1007,3.31
1008,1008.wav,2Pac,spoof,1008,2.1
1009,1009.wav,Arnold Schwarzenegger,bona-fide,1009,3.0
1010,1010.wav,Ronald Reagan,bona-fide,1010,2.1
1011,1011.wav,George Carlin,bona-fide,1011,6.13
1012,1012.wav,Bernie Sanders,spoof,1012,2.29
1013,1013.wav,Christopher Hitchens,spoof,1013,7.24
1014,1014.wav,Martin Luther King,spoof,1014,3.44
1015,1015.wav,Alec Guinness,spoof,1015,4.05
1016,1016.wav,Bernie Sanders,bona-fide,1016,13.29
1017,1017.wav,Ayn Rand,spoof,1017,2.52
1018,1018.wav,Louis Farrakhan,bona-fide,1018,2.76
1019,1019.wav,Barack Obama,bona-fide,1019,6.22
1020,1020.wav,Kanye West,spoof,1020,4.96
1021,1021.wav,Gilbert Gottfried,spoof,1021,11.78
1022,1022.wav,FDR,bona-fide,1022,5.66
1023,1023.wav,Alec Guinness,bona-fide,1023,1.59
1024,1024.wav,Barack Obama,bona-fide,1024,1.5
1025,1025.wav,Ayn Rand,bona-fide,1025,4.68
1026,1026.wav,JFK,bona-fide,1026,2.79
1027,1027.wav,Donald Trump,bona-fide,1027,2.18
1028,1028.wav,Tucker Carlson,spoof,1028,2.17
1029,1029.wav,Donald Trump,bona-fide,1029,1.79
1030,1030.wav,Adam Driver,spoof,1030,14.45
1031,1031.wav,JFK,bona-fide,1031,2.85
1032,1032.wav,Ronald Reagan,bona-fide,1032,1.86
1033,1033.wav,Ayn Rand,spoof,1033,3.37
1034,1034.wav,Mark Zuckerberg,spoof,1034,2.52
1035,1035.wav,Ronald Reagan,bona-fide,1035,2.08
1036,1036.wav,Donald Trump,bona-fide,1036,2.72
1037,1037.wav,Louis Farrakhan,bona-fide,1037,2.26
1038,1038.wav,Alec Guinness,bona-fide,1038,1.54
1039,1039.wav,Barack Obama,bona-fide,1039,2.38
